timestamp,temperature,pressure,vibration,rpm
18:44:27,51,26,0.14,1080
18:44:32,57,39,0.18,1122
18:44:37,55,20,0.23,1892
18:44:42,68,20,0.32,1461
18:44:47,52,27,0.14,1567
18:44:52,52,32,0.46,1761
18:44:57,39,39,0.33,1281
18:45:02,35,40,0.31,1845
18:45:07,43,22,0.47,1881
18:45:12,67,26,0.44,1018
18:45:17,49,25,0.23,1265
18:45:22,51,20,0.19,1859
18:45:27,64,34,0.29,1581
18:45:32,60,30,0.36,1449
18:45:37,67,20,0.32,1798
18:45:42,40,26,0.21,1696
18:45:47,53,30,0.26,1054
18:45:52,66,21,0.49,1181
18:45:57,64,39,0.35,1492
18:46:02,61,38,0.47,1294
18:46:07,58,29,0.1,1980
18:46:12,46,35,0.18,1230
18:46:17,63,28,0.23,1972
18:46:22,35,25,0.45,1464
18:46:27,37,32,0.19,1891
18:46:32,45,35,0.17,1152
18:46:37,56,36,0.39,1866
18:46:42,38,35,0.36,1986
18:46:47,62,38,0.5,1492
18:46:52,32,20,0.35,1701
18:46:57,35,30,0.19,1990
18:47:02,45,23,0.43,1436
18:47:07,50,31,0.14,1380
18:47:12,69,39,0.46,1649
18:47:17,37,31,0.45,1120
18:47:22,35,28,0.31,1765
18:47:27,54,22,0.26,1035
18:47:32,48,20,0.32,1456
18:47:37,37,40,0.16,1887
18:47:42,40,26,0.41,1782
18:47:47,37,36,0.27,1714
18:47:52,68,24,0.3,1201
18:47:57,33,34,0.4,1192
18:48:02,48,25,0.46,1946
18:48:07,43,33,0.21,1566
18:48:12,53,24,0.27,1759
18:48:17,51,20,0.42,1691
18:48:22,51,21,0.42,1460
18:48:27,40,22,0.44,1942
18:48:32,45,32,0.39,1183
18:48:37,68,34,0.31,1343
18:48:42,51,23,0.21,1693
18:48:47,60,39,0.16,1093
18:48:52,47,26,0.47,1333
18:48:57,63,39,0.13,1741
18:49:02,51,30,0.45,1643
18:49:07,59,26,0.19,1261
18:49:12,65,34,0.44,1002
18:49:17,63,38,0.5,1111
18:49:22,66,31,0.14,1925
18:49:27,41,30,0.4,1488
18:49:32,69,39,0.32,1690
18:49:37,40,26,0.39,1976
18:49:42,30,20,0.4,1674
18:49:47,43,20,0.33,1446
18:49:52,61,34,0.38,1790
18:49:57,39,29,0.27,1384
18:50:02,37,37,0.43,1940
18:50:07,31,36,0.26,1649
18:50:12,62,27,0.23,1930
18:50:17,56,23,0.27,1001
18:50:22,55,34,0.48,1130
18:50:27,41,26,0.22,1336
18:50:32,56,38,0.19,1395
18:50:37,51,35,0.26,1697
18:50:42,58,29,0.21,1751
18:50:47,53,40,0.2,1301
18:50:52,54,32,0.42,1458
18:50:57,48,20,0.33,1304
18:51:02,41,26,0.14,1217
18:51:07,47,31,0.24,1969
18:51:12,50,22,0.12,1252
18:51:17,50,36,0.49,1496
18:51:22,46,29,0.11,1443
18:51:27,60,37,0.43,1318
18:51:32,34,37,0.29,1788
18:51:37,47,27,0.38,1493
18:51:42,65,38,0.47,1638
18:51:47,63,25,0.38,1557
18:51:52,49,27,0.44,1903
18:51:57,46,38,0.34,1705
18:52:02,45,25,0.3,1853
18:52:07,59,22,0.48,1913
18:52:12,46,31,0.27,1130
18:52:17,68,25,0.27,1358
18:52:22,30,20,0.34,1109
18:52:27,47,23,0.44,1048
18:52:32,46,20,0.17,1657
18:52:37,49,40,0.23,1675
18:52:42,56,37,0.11,1326
18:52:47,36,36,0.44,1838
18:52:52,70,40,0.14,1110
18:52:57,60,38,0.45,1075
18:53:02,37,25,0.44,1598
18:53:07,53,24,0.28,1093
18:53:12,35,39,0.39,1496
18:53:17,35,31,0.46,1854
18:53:22,55,32,0.14,1129
18:53:27,46,36,0.43,1860
18:53:32,35,22,0.13,1793
18:53:37,54,27,0.32,1046
18:53:42,45,36,0.2,1951
18:53:47,63,33,0.16,1235
18:53:52,48,36,0.37,1055
18:53:57,58,36,0.4,1830
18:54:02,63,32,0.1,1996
18:54:07,69,20,0.33,1814
18:54:12,45,29,0.44,1698
18:54:17,62,24,0.49,1716
18:54:22,42,38,0.2,1805
18:54:27,40,21,0.37,1817
18:54:32,38,40,0.18,1724
18:54:37,66,35,0.25,1218
18:54:42,30,29,0.18,1257
18:54:47,36,32,0.2,1846
18:54:52,69,20,0.16,1968
18:54:57,67,26,0.49,1661
18:55:02,69,26,0.11,1691
18:55:07,49,29,0.11,1866
18:55:12,47,31,0.5,1153
18:55:17,67,20,0.35,1262
18:55:22,61,28,0.21,1201
18:55:27,47,30,0.49,1750
18:55:32,52,29,0.13,1110
18:55:37,68,31,0.33,1983
18:55:42,63,22,0.29,1281
18:55:47,56,40,0.25,1280
18:55:52,30,37,0.48,1276
18:55:57,45,39,0.44,1437
18:56:02,51,31,0.31,1846
18:56:07,45,23,0.35,1011
18:56:12,61,35,0.28,1343
18:56:17,46,28,0.38,1085
18:56:22,63,21,0.13,1687
18:56:27,42,38,0.45,1993
18:56:32,46,24,0.25,1263
18:56:37,53,36,0.46,1779
18:56:42,34,22,0.46,1635
18:56:47,37,40,0.48,1201
18:56:52,52,21,0.4,1376
18:56:57,38,21,0.12,1863
18:57:02,61,20,0.2,1659
18:57:07,38,22,0.41,1342
18:57:12,62,30,0.28,1046
18:57:17,47,27,0.23,1684
18:57:22,46,34,0.28,1142
18:57:27,45,26,0.27,1945
18:57:32,41,35,0.48,1055
18:57:37,59,33,0.28,1870
18:57:42,39,38,0.44,1444
18:57:47,30,36,0.28,1994
18:57:52,53,32,0.36,1949
18:57:57,50,30,0.45,1395
18:58:02,40,21,0.34,1150
18:58:07,55,21,0.11,1027
18:58:12,59,20,0.2,1995
18:58:17,54,35,0.24,1744
18:58:22,69,24,0.18,1567
18:58:27,66,27,0.36,1793
18:58:32,35,39,0.41,1518
18:58:37,40,34,0.1,1472
18:58:42,34,20,0.48,1911
18:58:47,69,26,0.13,1259
18:58:52,63,33,0.22,1787
18:58:57,53,20,0.34,1761
18:59:02,35,34,0.13,1674
18:59:07,70,29,0.13,1742
18:59:12,37,29,0.24,1880
18:59:17,63,27,0.43,1685
18:59:22,50,34,0.15,1243
18:59:27,64,24,0.16,1298
18:59:32,40,38,0.25,1844
18:59:37,67,39,0.29,1311
18:59:42,41,35,0.15,1469
18:59:47,41,29,0.18,1272
18:59:52,30,40,0.47,1015
18:59:57,60,30,0.31,1524
19:00:02,57,38,0.33,1919
19:00:07,40,20,0.48,1362
19:00:12,62,22,0.25,1051
19:00:17,34,39,0.3,1111
19:00:22,38,27,0.33,1357
19:00:27,70,39,0.26,1641
19:00:32,48,37,0.39,1872
19:00:37,37,28,0.14,1421
19:00:42,36,25,0.24,1575
19:00:47,55,24,0.12,1276
19:00:52,69,26,0.1,1215
19:00:57,42,36,0.18,1094
19:01:02,31,24,0.13,1280
19:01:07,57,32,0.37,1904
19:01:12,40,21,0.12,1684
19:01:17,47,38,0.43,1725
19:01:22,47,32,0.44,1596
19:01:27,53,20,0.24,1645
19:01:32,41,31,0.21,1824
19:01:37,44,28,0.15,1723
19:01:42,51,25,0.17,1351
19:01:47,33,31,0.15,1617
19:01:52,58,21,0.17,1207
19:01:57,67,25,0.19,1423
19:02:02,33,23,0.3,1781
19:02:07,63,23,0.49,1942
19:02:12,61,21,0.28,1838
19:02:17,52,39,0.43,1266
19:02:22,62,24,0.24,1852
19:02:27,68,39,0.14,1120
19:02:32,52,37,0.1,1741
19:02:37,43,26,0.44,1265
19:02:42,54,26,0.2,1017
19:02:47,70,37,0.25,1061
19:02:52,41,37,0.2,1467
19:02:57,44,33,0.13,1351
19:03:02,45,28,0.14,1016
19:03:07,46,40,0.24,1296
19:03:12,56,37,0.48,1481
19:03:17,35,35,0.34,1686
19:03:22,30,22,0.25,1128
19:03:27,46,39,0.29,1941
19:03:32,38,23,0.31,1771
19:03:37,35,22,0.17,1474
19:03:42,33,26,0.16,1304
19:03:47,47,38,0.28,1491
19:03:52,42,28,0.45,1018
19:03:57,41,27,0.39,1410
19:04:02,52,37,0.19,1121
19:04:07,57,32,0.41,1166
19:04:12,47,33,0.23,1847
19:04:17,48,25,0.17,1341
19:04:22,38,26,0.46,1273
19:04:27,35,38,0.32,1082
19:04:32,35,27,0.27,1859
19:04:37,58,28,0.3,1003
19:04:42,58,24,0.12,1801
19:04:47,52,30,0.18,1711
19:04:52,65,35,0.3,1712
19:04:57,47,29,0.42,1466
19:05:02,60,33,0.4,1241
19:05:07,53,21,0.46,1477
19:05:12,68,23,0.22,1318
19:05:17,59,38,0.49,1065
19:05:22,57,38,0.1,1800
19:05:27,37,27,0.15,1464
19:05:32,47,25,0.28,1678
19:05:37,57,30,0.23,1845
19:05:42,62,32,0.45,1108
19:05:47,52,24,0.2,1258
19:05:52,36,31,0.24,1917
19:05:57,66,39,0.29,1636
19:06:02,47,28,0.14,1929
19:06:07,54,38,0.34,1960
19:06:12,32,34,0.44,1715
19:06:17,34,30,0.47,1855
19:06:22,45,27,0.35,1099
19:06:27,53,32,0.27,1126
19:06:32,46,25,0.18,1187
19:06:37,68,21,0.48,1762
19:06:42,55,28,0.44,1411
19:06:47,51,35,0.16,1326
19:06:52,69,40,0.38,1876
19:06:57,57,22,0.46,1658
19:07:02,50,37,0.25,1338
19:07:07,31,35,0.38,1309
19:07:12,70,28,0.21,1138
19:07:17,44,32,0.43,1770
19:07:22,32,33,0.39,1059
19:07:27,39,40,0.46,1702
19:07:32,61,36,0.37,1866
19:07:37,56,30,0.4,1178
19:07:42,49,40,0.31,1361
19:07:47,60,32,0.18,1210
19:07:52,55,36,0.48,1604
19:07:57,47,38,0.12,1009
19:08:02,40,35,0.35,1877
19:08:07,39,39,0.41,1452
19:08:12,61,30,0.22,1494
19:08:17,48,36,0.28,1314
19:08:22,45,24,0.21,1150
19:08:27,62,38,0.1,1336
19:08:32,63,28,0.32,1434
19:08:37,63,20,0.24,1526
19:08:42,60,38,0.36,1688
19:08:47,67,24,0.28,1966
19:08:52,52,28,0.21,1567
19:08:57,53,20,0.24,1139
19:09:02,45,40,0.13,1607
19:09:07,36,22,0.31,1802
19:09:12,68,28,0.23,1425
19:09:17,33,33,0.46,1723
19:09:22,63,29,0.3,1962
19:09:27,41,35,0.46,1996
19:09:32,55,39,0.27,1762
19:09:37,41,34,0.39,1496
19:09:42,32,35,0.38,1051
19:09:47,65,32,0.4,1244
19:09:52,37,28,0.21,1554
19:09:57,36,25,0.34,1687
19:10:02,37,33,0.12,1597
19:10:07,35,31,0.23,1705
19:10:12,37,27,0.13,1182
19:10:17,30,26,0.5,1572
19:10:22,66,37,0.27,1801
19:10:27,37,34,0.13,1315
19:10:32,46,20,0.43,1653
19:10:37,36,30,0.24,1720
19:10:42,49,26,0.23,1960
19:10:47,50,24,0.29,1200
19:10:52,42,38,0.22,1991
19:10:57,37,27,0.42,1275
19:11:02,47,35,0.26,1952
19:11:07,39,31,0.41,1015
19:11:12,62,38,0.27,1441
19:11:17,53,39,0.16,1544
19:11:22,30,29,0.24,1916
19:11:27,63,29,0.41,1917
19:11:32,58,34,0.49,1498
19:11:37,56,34,0.28,1447
19:11:42,47,32,0.17,1481
19:11:47,70,21,0.44,1306
19:11:52,31,26,0.41,1477
19:11:57,46,31,0.34,1862
19:12:02,59,38,0.49,1308
19:12:07,49,40,0.17,1599
19:12:12,67,24,0.3,1359
19:12:17,38,29,0.46,1866
19:12:22,31,31,0.44,1268
19:12:27,55,39,0.46,1512
19:12:32,44,30,0.31,1551
19:12:37,61,34,0.32,1040
19:12:42,34,32,0.13,1720
19:12:47,51,28,0.44,1486
19:12:52,69,22,0.46,1110
19:12:57,44,35,0.3,1280
19:13:02,31,28,0.1,1368
19:13:07,47,23,0.5,1091
19:13:12,65,21,0.36,1314
19:13:17,65,21,0.35,1911
19:13:22,68,29,0.22,1462
19:13:27,65,24,0.28,1243
19:13:32,31,37,0.18,1786
19:13:37,55,24,0.43,1522
19:13:42,45,32,0.47,1868
19:13:47,39,28,0.22,1190
19:13:52,39,22,0.34,1647
19:13:57,68,22,0.46,1836
19:14:02,51,29,0.39,1882
19:14:07,60,34,0.41,1013
19:14:12,59,29,0.12,1079
19:14:17,65,21,0.45,1758
19:14:22,45,20,0.35,1310
19:14:27,30,28,0.32,1606
19:14:32,49,37,0.39,1349
19:14:37,35,20,0.28,1960
19:14:42,50,34,0.39,1577
19:14:47,62,27,0.27,1071
19:14:52,67,26,0.36,1075
19:14:57,42,38,0.44,1008
19:15:02,56,31,0.45,1046
19:15:07,38,29,0.3,1920
19:15:12,36,40,0.36,1884
19:15:17,47,20,0.39,1868
19:15:22,54,34,0.21,1877
19:15:27,40,35,0.32,1634
19:15:32,61,26,0.25,1672
19:15:37,63,36,0.17,1363
19:15:42,48,20,0.31,1157
19:15:47,32,35,0.47,1216
19:15:52,69,28,0.26,1375
19:15:57,63,27,0.39,1218
19:16:02,41,40,0.35,1563
19:16:07,44,40,0.41,1424
19:16:12,52,32,0.12,1071
19:16:17,45,20,0.44,1854
19:16:22,67,37,0.29,1083
19:16:27,61,31,0.16,1211
19:16:32,47,27,0.14,1009
19:16:37,39,37,0.28,1834
19:16:42,34,40,0.29,1044
19:16:47,38,24,0.23,1185
19:16:52,64,33,0.2,1368
19:16:57,62,39,0.28,1470
19:17:02,58,28,0.11,1552
19:17:07,57,32,0.45,1906
19:17:12,45,20,0.34,1858
19:17:17,37,28,0.44,1445
19:17:22,40,37,0.39,1290
19:17:27,63,27,0.28,1644
19:17:32,59,32,0.38,1642
19:17:37,59,29,0.5,1962
19:17:42,58,25,0.5,1625
19:17:47,64,36,0.24,1897
19:17:52,38,20,0.18,1821
19:17:57,68,40,0.26,1141
19:18:02,57,31,0.49,1281
19:18:07,67,23,0.36,1696
19:18:12,48,32,0.18,1151
19:18:17,67,22,0.26,1002
19:18:22,31,32,0.4,1980
19:18:27,56,34,0.25,1883
19:18:32,58,33,0.42,1714
19:18:37,34,28,0.49,1859
19:18:42,54,33,0.13,1551
19:18:47,37,36,0.18,1105
19:18:52,50,38,0.41,1897
19:18:57,33,24,0.44,1139
19:19:02,49,24,0.35,1639
19:19:07,40,28,0.33,1700
19:19:12,37,40,0.4,1391
19:19:17,69,30,0.37,1429
19:19:22,59,40,0.35,1491
19:19:27,64,24,0.48,1495
19:19:32,57,27,0.29,1641
19:19:37,40,23,0.16,1256
19:19:42,37,30,0.43,1935
19:19:47,60,23,0.17,1908
19:19:52,66,26,0.24,1482
19:19:57,37,30,0.19,1677
19:20:02,48,27,0.48,1114
19:20:07,60,22,0.3,1272
19:20:12,68,23,0.43,1995
19:20:17,69,37,0.45,1913
19:20:22,64,37,0.34,1400
19:20:27,65,31,0.11,1520
19:20:32,65,35,0.43,1670
19:20:37,34,31,0.37,1859
19:20:42,60,34,0.34,1233
19:20:47,50,32,0.2,1869
19:20:52,47,29,0.36,1313
19:20:57,31,34,0.33,1789
